word,s_count,s_ratio,g_count,g_ratio,s_to_g_ratio,weight
XBT,30,0.0003,822,0.0,9.13,273.90000000000003
INS,30,0.0003,561,0.0,13.38,401.40000000000003
COO,29,0.0003,1027,0.0,7.06,204.73999999999998
MILLI,29,0.0003,3154,0.0001,2.3,66.699999999999989
HIGH,29,0.0003,6126,0.0002,1.18,34.22
EXCHA,29,0.0003,411,0.0,17.65,511.84999999999997
WHEN,29,0.0003,12163,0.0005,0.6,17.4
PRIVA,29,0.0003,1061,0.0,6.84,198.35999999999999
UYHF,29,0.0003,176,0.0,41.22,1195.3799999999999
ROFL,28,0.0003,3252,0.0001,2.15,60.199999999999996
ADEPT,28,0.0003,318,0.0,22.03,616.84
OVER,28,0.0003,9733,0.0004,0.72,20.16
COINB,28,0.0003,650,0.0,10.78,301.84
MOOOO,28,0.0003,997,0.0,7.03,196.84
VPS,28,0.0003,4253,0.0002,1.65,46.199999999999996
SSN,27,0.0003,3457,0.0001,1.95,52.65
ETHER,27,0.0003,366,0.0,18.45,498.15
XRM,27,0.0003,117,0.0,57.73,1558.7099999999998
XXX,27,0.0003,4955,0.0002,1.36,36.720000000000006
UDP,27,0.0003,1194,0.0,5.66,152.82
TCP,27,0.0003,2545,0.0001,2.65,71.55
SAFEX,27,0.0003,214,0.0,31.56,852.12
PDF,27,0.0003,13287,0.0005,0.51,13.77
ETHOS,27,0.0003,131,0.0,51.56,1392.1200000000001
SNC,27,0.0003,186,0.0,36.31,980.37000000000012
SNM,27,0.0003,134,0.0,50.41,1361.07
ANYON,27,0.0003,6468,0.0003,1.04,28.080000000000002
ANN,27,0.0003,375,0.0,18.01,486.27000000000004
SINGL,27,0.0003,5622,0.0002,1.2,32.4
CNN,27,0.0003,31812,0.0013,0.21,5.67
LIFO,27,0.0003,319,0.0,21.17,571.59
BTH,27,0.0003,553,0.0,12.21,329.67
BOOM,26,0.0003,5742,0.0002,1.13,29.379999999999995
VALUE,26,0.0003,1380,0.0001,4.71,122.46
LIKE,26,0.0003,24163,0.001,0.27,7.0200000000000005
GOING,26,0.0003,8044,0.0003,0.81,21.060000000000002
DOVU,26,0.0003,66,0.0,98.55,2562.2999999999997
JSON,26,0.0003,2642,0.0001,2.46,63.96
DOWN,26,0.0003,10606,0.0004,0.61,15.86
DAY,26,0.0003,10495,0.0004,0.62,16.12
IRS',26,0.0003,208,0.0,31.27,813.02
ADX,26,0.0003,270,0.0,24.09,626.34
XPR,26,0.0003,248,0.0,26.23,681.98
BANK,26,0.0003,965,0.0,6.74,175.24
DAG-,25,0.0003,66,0.0,94.76,2369.0
IOHK,25,0.0003,296,0.0,21.13,528.25
ETH-,25,0.0003,152,0.0,41.14,1028.5
ETA,25,0.0003,9774,0.0004,0.64,16.0
CSS,25,0.0003,7897,0.0003,0.79,19.75
BINAN,25,0.0003,272,0.0,22.99,574.75
EXTRE,25,0.0003,4773,0.0002,1.31,32.75
SCE,25,0.0003,303,0.0,20.64,516.0
VIDEO,25,0.0003,8009,0.0003,0.78,19.5
SSD,25,0.0003,38559,0.0015,0.16,4.0
AMEX,25,0.0003,1994,0.0001,3.14,78.5
HDD,25,0.0003,18393,0.0007,0.34,8.5
SYS,25,0.0003,294,0.0,21.27,531.75
SOLD,24,0.0002,4238,0.0002,1.42,34.08
DECEN,24,0.0002,642,0.0,9.35,224.39999999999998
THEM,24,0.0002,16114,0.0006,0.37,8.879999999999999
VEE,24,0.0002,237,0.0,25.33,607.92
OAX,24,0.0002,67,0.0,89.61,2150.64
FOREX,24,0.0002,142,0.0,42.28,1014.72
APEX,24,0.0002,863,0.0,6.96,167.04
LOW,24,0.0002,2140,0.0001,2.81,67.44
ATH',24,0.0002,253,0.0,23.73,569.52
EURO,24,0.0002,552,0.0,10.88,261.12
WHERE,24,0.0002,10685,0.0004,0.56,13.440000000000001
NET,24,0.0002,5473,0.0002,1.1,26.400000000000002
XML,24,0.0002,1753,0.0001,3.42,82.08
CENSO,24,0.0002,490,0.0,12.25,294.0
FED,24,0.0002,1134,0.0,5.29,126.96000000000001
ICONO,24,0.0002,190,0.0,31.6,758.40000000000009
YEAR,23,0.0002,6745,0.0003,0.85,19.55
SAME,23,0.0002,9039,0.0004,0.64,14.72
NGO,23,0.0002,2183,0.0001,2.64,60.720000000000006
FIRST,23,0.0002,10616,0.0004,0.54,12.420000000000002
FACT,23,0.0002,3253,0.0001,1.77,40.71
RAM,23,0.0002,48446,0.0019,0.12,2.76
WORLD,23,0.0002,6372,0.0003,0.9,20.7
MEX,23,0.0002,406,0.0,14.17,325.91
WHOLE,23,0.0002,4538,0.0002,1.27,29.21
EVX,23,0.0002,112,0.0,51.37,1181.51
UPDAT,23,0.0002,6905,0.0003,0.83,19.09
LIVE,23,0.0002,5690,0.0002,1.01,23.23
SEED,23,0.0002,815,0.0,7.06,162.38
ALSO,23,0.0002,9839,0.0004,0.58,13.34
LEAST,23,0.0002,5977,0.0002,0.96,22.08
BETA,23,0.0002,1758,0.0001,3.27,75.21
LITER,23,0.0002,8652,0.0003,0.67,15.41
POLL,23,0.0002,307,0.0,18.74,431.02
XLR,23,0.0002,1418,0.0001,4.06,93.38
GPU',23,0.0002,2171,0.0001,2.65,60.949999999999996
READM,22,0.0002,4962,0.0002,1.11,24.42
LOSE,22,0.0002,2342,0.0001,2.35,51.7
API',22,0.0002,445,0.0,12.37,272.14
DOLLA,22,0.0002,1940,0.0001,2.84,62.48
FOMO-,22,0.0002,87,0.0,63.26,1391.72
STR,22,0.0002,9355,0.0004,0.59,12.979999999999999
MAID,22,0.0002,146,0.0,37.7,829.40000000000009
CASH,22,0.0002,1408,0.0001,3.91,86.02000000000001
SM-W,22,0.0002,5253,0.0002,1.05,23.1
CSV,22,0.0002,1301,0.0001,4.23,93.06
TOKEN,22,0.0002,392,0.0,14.04,308.88
IBAN,22,0.0002,346,0.0,15.91,350.02
ARN,22,0.0002,140,0.0,39.31,864.82
MIGHT,22,0.0002,5358,0.0002,1.03,22.66
UKG,22,0.0002,138,0.0,39.88,877.36
ECC,22,0.0002,1382,0.0001,3.98,87.56
LIQUI,22,0.0002,422,0.0,13.04,286.88
XDN,22,0.0002,251,0.0,21.93,482.46
DIP,22,0.0002,741,0.0,7.43,163.45999999999998
MODUM,22,0.0002,37,0.0,148.74,3272.28
BIP,22,0.0002,2081,0.0001,2.64,58.080000000000005
CGT,22,0.0002,1082,0.0,5.09,111.97999999999999
-BTC,22,0.0002,247,0.0,22.28,490.16
MKR,21,0.0002,855,0.0,6.14,128.94
NLG,21,0.0002,81,0.0,64.86,1362.06
IPFS,21,0.0002,582,0.0,9.03,189.63
BPAY,21,0.0002,81,0.0,64.86,1362.06
USKBN,21,0.0002,2664,0.0001,1.97,41.37
MONTH,21,0.0002,4457,0.0002,1.18,24.779999999999998
ACCOU,21,0.0002,2004,0.0001,2.62,55.02
RISE,21,0.0002,1013,0.0,5.19,108.99000000000001
INTER,21,0.0002,6448,0.0003,0.81,17.01
MAJOR,21,0.0002,3096,0.0001,1.7,35.699999999999996
ALOT,21,0.0002,3233,0.0001,1.62,34.02
YET,21,0.0002,3702,0.0001,1.42,29.82
EOS',21,0.0002,89,0.0,59.03,1239.63
DAPP,21,0.0002,218,0.0,24.1,506.1
HELP,21,0.0002,6148,0.0002,0.85,17.849999999999998
WGR,21,0.0002,110,0.0,47.76,1002.9599999999999
AMAZI,21,0.0002,9894,0.0004,0.53,11.13
GPS,21,0.0002,15348,0.0006,0.34,7.1400000000000006
I'M,21,0.0002,16466,0.0007,0.32,6.72
READ,21,0.0002,42778,0.0017,0.12,2.52
WAX,21,0.0002,649,0.0,8.09,169.89
FAKE,21,0.0002,5946,0.0002,0.88,18.48
CIA,21,0.0002,21561,0.0009,0.24,5.04
TRADE,21,0.0002,2944,0.0001,1.78,37.38
TOTAL,20,0.0002,6203,0.0002,0.81,16.200000000000003
COMPL,20,0.0002,7958,0.0003,0.63,12.6
COMED,20,0.0002,514,0.0,9.73,194.60000000000002
PIN,20,0.0002,3959,0.0002,1.26,25.2
DVD,20,0.0002,19227,0.0008,0.26,5.2
LOCI,20,0.0002,220,0.0,22.74,454.79999999999995
NFC,20,0.0002,12472,0.0005,0.4,8.0
TFW,20,0.0002,4479,0.0002,1.12,22.400000000000002
MAN,20,0.0002,15531,0.0006,0.32,6.4
LESS,20,0.0002,3856,0.0002,1.3,26.0
III,20,0.0002,27332,0.0011,0.18,3.5999999999999996
BETTE,20,0.0002,7369,0.0003,0.68,13.600000000000001
NASA,20,0.0002,16206,0.0007,0.31,6.2
WITHO,20,0.0002,4536,0.0002,1.1,22.0
WISH,20,0.0002,2023,0.0001,2.47,49.400000000000006
ERP,20,0.0002,1221,0.0,4.1,82.0
PND,20,0.0002,289,0.0,17.31,346.2
RBC,20,0.0002,1359,0.0001,3.68,73.600000000000009
BABY,20,0.0002,6166,0.0002,0.81,16.200000000000003
LBC,20,0.0002,1023,0.0,4.89,97.8
NAVC,20,0.0002,80,0.0,62.54,1250.8
YOLO,20,0.0002,2013,0.0001,2.49,49.800000000000004
SNARK,20,0.0002,113,0.0,44.28,885.6
CRASH,20,0.0002,1111,0.0,4.5,90.0
GONNA,20,0.0002,5190,0.0002,0.96,19.2
PUMP,20,0.0002,587,0.0,8.52,170.39999999999998
QLC,20,0.0002,136,0.0,36.79,735.8
SSL,20,0.0002,3022,0.0001,1.66,33.199999999999996
TOS,20,0.0002,7466,0.0003,0.67,13.4
POL,20,0.0002,539,0.0,9.28,185.6
APP,20,0.0002,3004,0.0001,1.67,33.4
ATL,20,0.0002,7601,0.0003,0.66,13.200000000000001
SODL,20,0.0002,143,0.0,34.99,699.80000000000007
PPT,20,0.0002,552,0.0,9.06,181.20000000000002
AAPL,19,0.0002,1104,0.0,4.31,81.889999999999986
RESEA,19,0.0002,560,0.0,8.49,161.31
UBQ,19,0.0002,165,0.0,28.81,547.39
HYPE,19,0.0002,4946,0.0002,0.96,18.24
GOP,19,0.0002,83103,0.0033,0.06,1.14
POWER,19,0.0002,5566,0.0002,0.85,16.15
BEEN,19,0.0002,8656,0.0003,0.55,10.450000000000001
TODAY,19,0.0002,4114,0.0002,1.16,22.04
DAMN,19,0.0002,15317,0.0006,0.31,5.89
SEND,19,0.0002,2118,0.0001,2.24,42.56
WARNI,19,0.0002,3185,0.0001,1.49,28.31
LTE,19,0.0002,9042,0.0004,0.53,10.07
IRC,19,0.0002,5313,0.0002,0.89,16.91
XVGW,19,0.0002,113,0.0,42.06,799.1400000000001
SUPER,19,0.0002,12383,0.0005,0.38,7.22
PWC,19,0.0002,235,0.0,20.23,384.37
FUTUR,19,0.0002,1747,0.0001,2.72,51.680000000000007
FEES,19,0.0002,310,0.0,15.33,291.27
ARDOR,19,0.0002,175,0.0,27.16,516.04
ENTIR,19,0.0002,38530,0.0015,0.12,2.28
ACT,19,0.0002,8058,0.0003,0.59,11.209999999999999
NEWS,19,0.0002,6575,0.0003,0.72,13.68
BANKS,19,0.0002,283,0.0,16.8,319.2
RAPIS,19,0.0002,747,0.0,6.36,120.84
HAHA,19,0.0002,5962,0.0002,0.8,15.200000000000001
XMSS,19,0.0002,49,0.0,97.0,1843.0
ALQO,19,0.0002,52,0.0,91.4,1736.6000000000001
MONA,19,0.0002,292,0.0,16.28,309.32000000000005
UNDER,19,0.0002,6086,0.0002,0.78,14.82
IDEX,18,0.0002,210,0.0,21.44,385.92
NAS,18,0.0002,6602,0.0003,0.68,12.24
THING,18,0.0002,10230,0.0004,0.44,7.92
ELLA,18,0.0002,46,0.0,97.89,1762.02
OFF,18,0.0002,12706,0.0005,0.35,6.3
INCRE,18,0.0002,3174,0.0001,1.42,25.56
TNB,18,0.0002,177,0.0,25.44,457.92
PIRL,18,0.0002,54,0.0,83.39,1501.02
HUSH,18,0.0002,128,0.0,35.18,633.24
BOTH,18,0.0002,9761,0.0004,0.46,8.2800000000000011
BTNY,18,0.0002,31,0.0,145.25,2614.5
RMB,18,0.0002,1886,0.0001,2.39,43.02
HEY,18,0.0002,7389,0.0003,0.61,10.98
BFX,18,0.0002,640,0.0,7.04,126.72
HOLY,18,0.0002,13023,0.0005,0.35,6.3
MLM,18,0.0002,8305,0.0003,0.54,9.72
WTC',18,0.0002,70,0.0,64.33,1157.94
MEME,18,0.0002,17490,0.0007,0.26,4.68
USAA,18,0.0002,1275,0.0001,3.53,63.54
TRILL,18,0.0002,912,0.0,4.94,88.92
GBTC,18,0.0002,851,0.0,5.29,95.22
ESPEC,18,0.0002,4730,0.0002,0.95,17.099999999999998
IMF,18,0.0002,1752,0.0001,2.57,46.26
GRC,18,0.0002,801,0.0,5.62,101.16
UTXO,18,0.0002,1498,0.0001,3.01,54.179999999999993
FAST,18,0.0002,2999,0.0001,1.5,27.0
BCO,17,0.0002,62,0.0,68.59,1166.03
YTD,17,0.0002,690,0.0,6.16,104.72
MOIN,17,0.0002,36,0.0,118.13,2008.21
PPC,17,0.0002,1177,0.0,3.61,61.37
OUR,17,0.0002,12056,0.0005,0.35,5.9499999999999993
IOTA-,17,0.0002,127,0.0,33.49,569.33
HAPPE,17,0.0002,7080,0.0003,0.6,10.2
BAR,17,0.0002,3121,0.0001,1.36,23.12
UBI,17,0.0002,10273,0.0004,0.41,6.97
NAVT,17,0.0002,36,0.0,118.13,2008.21
WOULD,17,0.0002,11834,0.0005,0.36,6.12
CAG,17,0.0002,555,0.0,7.66,130.22
WELL,17,0.0002,6564,0.0003,0.65,11.05
WSJ,17,0.0002,2357,0.0001,1.8,30.6
TONS,17,0.0002,3139,0.0001,1.35,22.950000000000003
PURE,17,0.0002,985,0.0,4.32,73.44
ARK',17,0.0002,112,0.0,37.97,645.49
TRUST,17,0.0002,2508,0.0001,1.7,28.9
GBYTE,17,0.0002,69,0.0,61.63,1047.71
TRUE,17,0.0002,5240,0.0002,0.81,13.770000000000001
GDX,17,0.0002,217,0.0,19.6,333.20000000000005
OLD,17,0.0002,5169,0.0002,0.82,13.94
WRONG,17,0.0002,7975,0.0003,0.53,9.01
-RES,17,0.0002,9091,0.0004,0.47,7.9899999999999993
PJHQD,17,0.0002,27,0.0,157.51,2677.67
LITEC,17,0.0002,268,0.0,15.87,269.78999999999996
XYB,17,0.0002,40,0.0,106.32,1807.4399999999998
BTCP,17,0.0002,263,0.0,16.17,274.89000000000004
TRANS,17,0.0002,2491,0.0001,1.71,29.07
EHI,17,0.0002,71,0.0,59.9,1018.3
POC,17,0.0002,4473,0.0002,0.95,16.15
LOLOL,17,0.0002,2455,0.0001,1.73,29.41
HOWEV,17,0.0002,4260,0.0002,1.0,17.0
AXA,17,0.0002,574,0.0,7.41,125.97
INSAN,17,0.0002,3551,0.0001,1.2,20.4
FST,17,0.0002,220,0.0,19.33,328.60999999999996
GOLD,16,0.0002,3392,0.0001,1.18,18.88
LT-,16,0.0002,308,0.0,13.0,208.0
LIFE,16,0.0002,8471,0.0003,0.47,7.52
LUL,16,0.0002,15417,0.0006,0.26,4.16
REDDI,16,0.0002,4181,0.0002,0.96,15.36
TRADI,16,0.0002,611,0.0,6.55,104.8
ADD,16,0.0002,7123,0.0003,0.56,8.96
IMPOR,16,0.0002,5249,0.0002,0.76,12.16
TANGL,16,0.0002,87,0.0,46.01,736.16
ANT,16,0.0002,842,0.0,4.75,76.0
PHP,16,0.0002,5644,0.0002,0.71,11.36
ENIGM,16,0.0002,62,0.0,64.56,1032.96
TNT,16,0.0002,3066,0.0001,1.31,20.96
GAME,16,0.0002,17644,0.0007,0.23,3.68
HIGHL,16,0.0002,2929,0.0001,1.37,21.92
WORK,16,0.0002,6398,0.0003,0.63,10.08
BQX,16,0.0002,87,0.0,46.01,736.16
ONCE,16,0.0002,4145,0.0002,0.97,15.52
CTR,16,0.0002,1594,0.0001,2.51,40.16
WAVE,16,0.0002,625,0.0,6.4,102.4
WAIT,16,0.0002,6555,0.0003,0.61,9.76
TAKE,16,0.0002,12988,0.0005,0.31,4.96
BAY,16,0.0002,553,0.0,7.24,115.84
YEAH,16,0.0002,9671,0.0004,0.41,6.56
QRYPT,16,0.0002,73,0.0,54.83,877.28
BCD,16,0.0002,548,0.0,7.3,116.8
COB,16,0.0002,791,0.0,5.06,80.96
ALREA,15,0.0002,5206,0.0002,0.72,10.799999999999999
BEEEE,15,0.0002,399,0.0,9.4,141.0
REASO,15,0.0002,3680,0.0001,1.02,15.3
DOESN,15,0.0002,5902,0.0002,0.64,9.6
CLEAR,15,0.0002,5245,0.0002,0.72,10.799999999999999
VRT,15,0.0002,193,0.0,19.44,291.6
EDA,15,0.0002,545,0.0,6.89,103.35
ISP',15,0.0002,9438,0.0004,0.4,6.0
ELIXI,15,0.0002,85,0.0,44.15,662.25
PRICE,15,0.0002,2218,0.0001,1.69,25.349999999999998
DAI,15,0.0002,1986,0.0001,1.89,28.349999999999998
MSM,15,0.0002,11118,0.0004,0.34,5.1000000000000005
RES,15,0.0002,9314,0.0004,0.4,6.0
CNY,15,0.0002,1069,0.0,3.51,52.65
SOMET,15,0.0002,8114,0.0003,0.46,6.9
USI,15,0.0002,270,0.0,13.9,208.5
RED,15,0.0002,5599,0.0002,0.67,10.05
ABSOL,15,0.0002,4475,0.0002,0.84,12.6
BTC-U,15,0.0002,173,0.0,21.69,325.35
MMO,15,0.0002,24089,0.001,0.16,2.4
SHITC,15,0.0002,109,0.0,34.43,516.45
THEKE,15,0.0002,243,0.0,15.44,231.6
ANOTH,15,0.0002,5681,0.0002,0.66,9.9
GUYS,15,0.0002,6231,0.0003,0.6,9.0
PASC,15,0.0002,64,0.0,58.63,879.45
ECR,15,0.0002,401,0.0,9.36,140.39999999999998
GIVE,15,0.0002,8158,0.0003,0.46,6.9
REDD,15,0.0002,108,0.0,34.74,521.1
QASH',15,0.0002,32,0.0,117.26,1758.9
PWR,15,0.0002,336,0.0,11.17,167.55
BTC-X,15,0.0002,74,0.0,50.71,760.65
WITHD,15,0.0002,381,0.0,9.85,147.75
HTTPS,15,0.0002,2276,0.0001,1.65,24.75
SPV,15,0.0002,1154,0.0,3.25,48.75
FIRE,15,0.0002,9850,0.0004,0.38,5.7
BCT,15,0.0002,597,0.0,6.29,94.35
NYE,15,0.0002,9912,0.0004,0.38,5.7
POST,15,0.0002,11026,0.0004,0.34,5.1000000000000005
VIB,15,0.0002,417,0.0,9.0,135.0
GOT,15,0.0002,18575,0.0007,0.2,3.0
MAY,15,0.0002,7021,0.0003,0.53,7.95
ASICB,14,0.0001,296,0.0,11.83,165.62
IRI,14,0.0001,289,0.0,12.12,169.67999999999998
CAP,14,0.0001,2364,0.0001,1.48,20.72
WALLE,14,0.0001,741,0.0,4.73,66.22
BIS,14,0.0001,1712,0.0001,2.05,28.699999999999996
BCOIN,14,0.0001,23,0.0,152.27,2131.78
THAT',14,0.0001,12061,0.0005,0.29,4.06
GOX,14,0.0001,182,0.0,19.24,269.35999999999996
VIA,14,0.0001,608,0.0,5.76,80.64
DEPOS,14,0.0001,366,0.0,9.57,133.98000000000002
DRP,14,0.0001,131,0.0,26.73,374.22
SOMEO,14,0.0001,5575,0.0002,0.63,8.82
IKS,14,0.0001,187,0.0,18.73,262.22
DPD,14,0.0001,667,0.0,5.25,73.5
WEEK,14,0.0001,2971,0.0001,1.18,16.52
KEEP,14,0.0001,6914,0.0003,0.51,7.1400000000000006
END,14,0.0001,14060,0.0006,0.25,3.5
LIMIT,14,0.0001,1990,0.0001,1.76,24.64
BCH-B,14,0.0001,85,0.0,41.2,576.80000000000007
NAV',14,0.0001,62,0.0,56.49,790.86
INSTA,14,0.0001,2018,0.0001,1.74,24.36
FULL,14,0.0001,16946,0.0007,0.21,2.94
NONE,14,0.0001,3214,0.0001,1.09,15.260000000000002
DEFIN,14,0.0001,5390,0.0002,0.65,9.1
SMH,14,0.0001,4432,0.0002,0.79,11.06
START,14,0.0001,6207,0.0002,0.56,7.8400000000000007
BBB,14,0.0001,3763,0.0002,0.93,13.020000000000001
HAD,14,0.0001,10418,0.0004,0.34,4.7600000000000007
CRAZY,14,0.0001,2838,0.0001,1.23,17.22
YAY,14,0.0001,3312,0.0001,1.06,14.84
BOUGH,14,0.0001,968,0.0,3.62,50.68
RULE,14,0.0001,4284,0.0002,0.82,11.479999999999999
CDN,14,0.0001,2340,0.0001,1.5,21.0
AMC,14,0.0001,4751,0.0002,0.74,10.36
ASIC',14,0.0001,139,0.0,25.2,352.8
REST,14,0.0001,2436,0.0001,1.44,20.16
FORK,14,0.0001,214,0.0,16.37,229.18
CONTR,14,0.0001,3756,0.0002,0.93,13.020000000000001
SUPPO,13,0.0001,6489,0.0003,0.5,6.5
TXID,13,0.0001,497,0.0,6.54,85.02
CAN'T,13,0.0001,8766,0.0004,0.37,4.81
VEC,13,0.0001,93,0.0,34.97,454.61
TRIG,13,0.0001,46,0.0,70.7,919.1
TEAM,13,0.0001,7878,0.0003,0.41,5.33
AAAAA,13,0.0001,6970,0.0003,0.47,6.1099999999999994
INR,13,0.0001,666,0.0,4.88,63.44
DOGEC,13,0.0001,94,0.0,34.6,449.8
STOX,13,0.0001,15,0.0,216.8,2818.4
LOOK,13,0.0001,8508,0.0003,0.38,4.94
THAN,13,0.0001,7215,0.0003,0.45,5.8500000000000005
MEAN,13,0.0001,5300,0.0002,0.61,7.93
ICX',13,0.0001,24,0.0,135.5,1761.5
ANZ,13,0.0001,501,0.0,6.49,84.37
BACK,13,0.0001,14343,0.0006,0.23,2.99
LPT,13,0.0001,11747,0.0005,0.28,3.6400000000000006
DAYS,13,0.0001,2912,0.0001,1.12,14.560000000000002
DEV,13,0.0001,630,0.0,5.16,67.08
MBA,13,0.0001,5649,0.0002,0.58,7.5399999999999991
SOL,13,0.0001,3639,0.0001,0.89,11.57
ASICS,13,0.0001,430,0.0,7.56,98.28
EMB,13,0.0001,326,0.0,9.98,129.74
CCR,13,0.0001,756,0.0,4.3,55.9
CIO,13,0.0001,959,0.0,3.39,44.07
OKEX,13,0.0001,101,0.0,32.2,418.6
RBVC,13,0.0001,52,0.0,62.54,813.02
XSH,13,0.0001,86,0.0,37.81,491.53000000000003
PRC,13,0.0001,2210,0.0001,1.47,19.11
DONE,13,0.0001,4991,0.0002,0.65,8.4500000000000011
TENX,13,0.0001,42,0.0,77.43,1006.5900000000001
METAL,13,0.0001,998,0.0,3.26,42.379999999999995
PGP,13,0.0001,2210,0.0001,1.47,19.11
LTC-,13,0.0001,97,0.0,33.53,435.89
XEL,13,0.0001,71,0.0,45.8,595.4
NVIDI,13,0.0001,4999,0.0002,0.65,8.4500000000000011
SPECT,13,0.0001,519,0.0,6.27,81.509999999999991
KNEW,13,0.0001,3577,0.0001,0.91,11.83
SECON,13,0.0001,3988,0.0002,0.82,10.66
LSD,13,0.0001,17318,0.0007,0.19,2.47
PROFI,13,0.0001,1203,0.0,2.7,35.1
MFW,13,0.0001,2360,0.0001,1.38,17.939999999999998
RBF,13,0.0001,1857,0.0001,1.75,22.75
YMMV,13,0.0001,8551,0.0003,0.38,4.94
CEO',13,0.0001,1901,0.0001,1.71,22.23
JPY,13,0.0001,558,0.0,5.83,75.79
WORKI,13,0.0001,1659,0.0001,1.96,25.48
CCP,13,0.0001,5137,0.0002,0.63,8.19
HTTP,13,0.0001,4262,0.0002,0.76,9.88
YOU'R,12,0.0001,9367,0.0004,0.32,3.84
TREZO,12,0.0001,625,0.0,4.8,57.599999999999994
UPS,12,0.0001,15580,0.0006,0.19,2.2800000000000002
MARIN,12,0.0001,397,0.0,7.56,90.72
PERFE,12,0.0001,4040,0.0002,0.74,8.879999999999999
RAIBL,12,0.0001,51,0.0,58.86,706.31999999999994
STELL,12,0.0001,234,0.0,12.83,153.96
STRON,12,0.0001,3536,0.0001,0.85,10.2
RSK,12,0.0001,412,0.0,7.29,87.48
NASCA,12,0.0001,5291,0.0002,0.57,6.84
ICOS,12,0.0001,73,0.0,41.12,493.43999999999994
DIVX,12,0.0001,37,0.0,81.13,973.56
IDEA,12,0.0001,2782,0.0001,1.08,12.96
JAXX,12,0.0001,161,0.0,18.65,223.79999999999998
CST,12,0.0001,3785,0.0002,0.79,9.48
CENTR,12,0.0001,498,0.0,6.03,72.36
US-,12,0.0001,3417,0.0001,0.88,10.56
TPB,12,0.0001,1088,0.0,2.76,33.12
FUEL,12,0.0001,375,0.0,8.01,96.12
CMO,12,0.0001,296,0.0,10.14,121.68
PHD,12,0.0001,1643,0.0001,1.83,21.96
ELSE,12,0.0001,3363,0.0001,0.89,10.68
USD-,12,0.0001,166,0.0,18.08,216.95999999999998
UKKBN,12,0.0001,150,0.0,20.01,240.12
COME,12,0.0001,7991,0.0003,0.38,4.5600000000000005
ASTRO,12,0.0001,398,0.0,7.54,90.48
ETF',12,0.0001,519,0.0,5.78,69.36
DUMP,12,0.0001,475,0.0,6.32,75.84
SEE,12,0.0001,10686,0.0004,0.28,3.3600000000000003
FINAL,12,0.0001,9379,0.0004,0.32,3.84
LARGE,12,0.0001,1612,0.0001,1.86,22.32
AWAY,12,0.0001,5829,0.0002,0.51,6.12
VSA,12,0.0001,469,0.0,6.4,76.800000000000011
PPLNS,12,0.0001,314,0.0,9.56,114.72
AAA,12,0.0001,22218,0.0009,0.14,1.6800000000000002
NAGA,12,0.0001,170,0.0,17.66,211.92000000000002
TELL,12,0.0001,5220,0.0002,0.58,6.9599999999999991
VTC',12,0.0001,81,0.0,37.06,444.72
DTR,12,0.0001,502,0.0,5.98,71.76
BRIT,12,0.0001,83,0.0,36.17,434.04
CLI,12,0.0001,2074,0.0001,1.45,17.4
BELIE,12,0.0001,4411,0.0002,0.68,8.16
BTFD,12,0.0001,319,0.0,9.41,112.92
ISN'T,12,0.0001,3905,0.0002,0.77,9.24
ETHLE,12,0.0001,26,0.0,115.46,1385.52
EACH,12,0.0001,3768,0.0002,0.8,9.6000000000000014
PIV,12,0.0001,3056,0.0001,0.98,11.76
THESE,12,0.0001,6098,0.0002,0.49,5.88
PTOY,12,0.0001,61,0.0,49.21,590.52
XCP,12,0.0001,85,0.0,35.32,423.84000000000003
DAG',12,0.0001,36,0.0,83.39,1000.6800000000001
CEDEX,12,0.0001,249,0.0,12.06,144.72
NOBOD,12,0.0001,3766,0.0002,0.8,9.6000000000000014
MOMEN,12,0.0001,1881,0.0001,1.6,19.200000000000003
NPC,12,0.0001,31643,0.0013,0.09,1.08
MSFT,11,0.0001,988,0.0,2.79,30.69
YUY,11,0.0001,43,0.0,63.99,703.89
VECHA,11,0.0001,22,0.0,125.08,1375.8799999999999
FUNDS,11,0.0001,174,0.0,15.81,173.91
EARLY,11,0.0001,1130,0.0,2.44,26.84
WYS,11,0.0001,47,0.0,58.55,644.05
ISO,11,0.0001,13125,0.0005,0.21,2.31
FALSE,11,0.0001,1610,0.0001,1.71,18.81
GFC,11,0.0001,413,0.0,6.66,73.26
SPHTX,11,0.0001,25,0.0,110.07,1210.77
GIF,11,0.0001,11287,0.0005,0.24,2.6399999999999997
IDIOT,11,0.0001,2097,0.0001,1.31,14.41
JNT,11,0.0001,62,0.0,44.38,488.18
JPEG,11,0.0001,2041,0.0001,1.35,14.850000000000001
MOTHE,11,0.0001,6792,0.0003,0.41,4.51
XVG',11,0.0001,32,0.0,85.99,945.89
BOT,11,0.0001,12725,0.0005,0.22,2.42
MAX,11,0.0001,5573,0.0002,0.49,5.39
XMR',11,0.0001,61,0.0,45.11,496.21
AMZN,11,0.0001,758,0.0,3.63,39.93
FUDDI,11,0.0001,41,0.0,67.12,738.32
MCAFE,11,0.0001,26,0.0,105.84,1164.24
POINT,11,0.0001,6154,0.0002,0.45,4.95
NSFW,11,0.0001,36197,0.0015,0.08,0.88
NAVP,11,0.0001,52,0.0,52.92,582.12
ID',11,0.0001,1912,0.0001,1.44,15.84
BIGGE,11,0.0001,1872,0.0001,1.47,16.169999999999998
